,Identifier,Company Name,Country of Exchange,Exchange Name,TRBC Economic Sector Name,Total Assets,ROA ,Total Current Assets,Total Debt,Total Equity,"Property/Plant/Equipment, Total - Net",Cash from Operating Activities,Cash from Financing Activities,Cash from Investing Activities,Price To Book Value Per Share ,Depreciation,Total Current Liabilities,Retained Earnings ,Cash and Short Term Investments,Cash Dividend Paid,Company Market Cap,Shares Held By Strategic Investors,Free Cash Flow,Total Revenue,"Accounts Receivable - Trade, Net",Accounts Payable,Total Common Shares Outstanding,TRBC Economic Sector Name,TRBC Business Sector Name,Price close,EBIT
146,FCN.HM,Fecon Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"7,598,028,266,730.00",1.60%,"5,142,769,427,090.00","2,471,642,154,020.00","2,701,940,638,340.00","1,887,569,963,700.00","-109,248,324,120.00","1,271,564,315,750.00","-1,204,898,773,280.00",1.53,"82,950,180,500.00","3,373,333,892,060.00","265,661,710,410.00","368,035,773,680.00","40,885,458,310.00","3,449,572,637,500.00","47,648,797.00","-1,052,898,041,460.00","3,484,219,388,590.00","2,068,161,904,070.00","1,061,116,902,960.00","157,439,010.00",Industrials,Industrial & Commercial Services,"10,600.00","8,100,408,040.00"
147,VE8.HN,Vneco8 Electricity Construction JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"244,555,788,480.00",0.60%,"234,651,322,070.00","76,178,233,080.00","19,333,847,420.00","7,247,358,030.00","-46,429,096,830.00","55,308,110,750.00","-10,021,441,360.00",1.07,,"225,061,941,060.00","823,891,290.00","14,588,727,470.00",,"19,080,000,000.00","1,075,029.00","2,619,438,580.00","337,489,089,250.00","171,091,694,290.00","135,264,301,430.00","1,800,000.00",Industrials,Industrial & Commercial Services,"16,250.00","-77,070,550,480.00"
148,SII.HM,Sai Gon Water Infrastructure Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Utilities,"2,360,508,344,950.00",-3.20%,"114,827,490,330.00","895,397,480,760.00","965,221,458,300.00","1,878,803,255,980.00","-36,346,336,530.00","-37,221,749,010.00","101,370,661,910.00",1.06,"99,152,407,410.00","462,851,590,280.00","139,565,878,340.00","58,145,371,970.00","2,646,000,000.00","1,048,484,190,000.00","64,205,450.00","3,352,224,700.00","202,678,825,730.00","-3,589,921,140.00","40,814,289,530.00","64,522,100.00",Utilities,Utilities,"9,900.00","6,180,133,280.00"
149,ITQ.HN,Thien Quang Group JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"505,630,566,880.00",2.80%,"397,758,776,520.00","66,463,246,440.00","270,401,245,000.00","61,331,014,350.00","47,623,944,170.00","-5,463,064,010.00","-40,820,397,450.00",0.89,,"234,417,321,870.00","19,260,525,010.00","17,684,210,920.00","7,152,991,500.00","236,048,719,500.00","3,980,765.00","-24,943,986,570.00","685,958,528,890.00","174,369,974,870.00","157,497,801,940.00","23,843,310.00",Basic Materials,Mineral Resources,"11,600.00","-17,010,537,350.00"
150,SPI.HN,Spiral Galaxy JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"174,586,585,560.00",2.90%,"48,348,488,140.00",0,"157,446,766,870.00","28,900,000,000.00","37,958,565,100.00","-15,000,000,000.00","-24,664,157,940.00",1.22,"286,156,260.00","16,915,818,700.00","-11,154,394,180.00","292,748,800.00",,"195,054,000,000.00","6,333,400.00","6,024,669,850.00","16,150,112,670.00","26,334,349,820.00","15,749,111,690.00","16,815,000.00",Basic Materials,Mineral Resources,"156,500.00","151,389,073,010.00"
151,SLS.HN,Son La Sugar JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Non-Cyclicals,"1,192,887,788,810.00",14.10%,"565,390,612,740.00","424,624,800,080.00","656,783,194,550.00","613,372,745,810.00","102,422,414,650.00","-92,266,893,520.00","-10,340,902,370.00",2.24,"53,677,643,310.00","433,704,594,270.00","500,948,175,580.00","4,489,086,530.00","68,496,406,650.00","1,532,439,392,500.00","4,360,549.00","136,553,182,220.00","801,136,602,290.00","165,098,066,490.00","65,777,116,910.00","9,791,950.00",Consumer Non-Cyclicals,Food & Beverages,"60,800.00","-915,415,920.00"
152,VE4.HN,Vneco4 Electricity Construction JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"52,623,133,410.00",1.50%,"43,018,186,370.00","10,304,919,120.00","15,535,576,110.00","6,899,745,400.00","-12,672,183,930.00","6,504,111,340.00","1,168,397,290.00",4.12,,"35,556,018,650.00","1,049,925,200.00","5,747,443,530.00","616,950.00","62,502,400,000.00","771,448.00","-528,259,660.00","75,586,027,130.00","21,487,236,820.00","5,218,722,830.00","1,028,000.00",Industrials,Industrial & Commercial Services,"17,350.00","9,931,281,110.00"
153,EMC.HM,Thu Duc Electro Mechanical JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"741,971,062,120.00",0.40%,"654,724,308,350.00","221,443,935,440.00","163,524,841,340.00","71,059,383,810.00","-130,331,630,090.00","109,976,017,460.00","3,439,530,470.00",1.62,"8,868,401,450.00","578,438,220,780.00","6,909,394,240.00","8,996,502,470.00",,"265,408,727,550.00","13,175,598.00","11,440,817,050.00","622,427,293,980.00","318,953,346,400.00","325,697,772,070.00","15,297,330.00",Industrials,Industrial Goods,"36,100.00","20,103,087,750.00"
154,AGM.HM,An Giang Import Export Co,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Non-Cyclicals,"1,856,416,043,820.00",3.40%,"1,301,463,528,120.00","1,278,454,076,530.00","482,658,572,570.00","204,621,028,830.00","-656,347,102,370.00","924,929,593,200.00","-144,963,119,850.00",1.44,"16,251,752,680.00","1,029,553,766,090.00","175,173,572,570.00","290,177,264,190.00",0,"657,020,000,000.00","9,438,800.00","-138,974,214,090.00","3,924,840,576,780.00","392,613,091,430.00","26,712,241,060.00","18,200,000.00",Consumer Non-Cyclicals,Food & Beverages,"14,200.00","15,710,935,130.00"
155,HAR.HM,An Duong Thao Dien Real estate Trading Investment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"1,253,935,213,840.00",2.80%,"90,655,321,140.00","169,447,222,220.00","1,068,924,277,050.00","74,118,405,740.00","-6,362,200,480.00","-42,500,000,000.00","47,146,467,410.00",1.31,"16,780,773,880.00","33,812,131,560.00","77,336,743,820.00","31,816,278,580.00",,"1,358,714,078,000.00","38,064,942.00","43,437,364,260.00","42,697,462,990.00","20,299,909,460.00","2,874,579,800.00","95,684,090.00",Real Estate,Real Estate,"8,800.00","55,266,828,390.00"
156,SHA.HM,Son Ha Sai Gon JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"890,410,352,310.00",3.00%,"708,917,601,710.00","411,087,346,140.00","382,961,395,280.00","127,202,745,260.00","69,694,619,590.00","17,288,964,880.00","-26,801,080,530.00",0.75,"13,197,952,030.00","501,136,312,190.00","52,496,124,290.00","122,415,204,580.00","9,340,199,720.00","294,330,740,000.00","7,890,526.00","1,729,467,850.00","934,300,688,320.00","304,218,275,150.00","62,740,734,550.00","33,446,670.00",Industrials,Industrial Goods,"7,900.00","-3,293,536,170.00"
157,TTZ.HN,Tien Trung Investment Construction and Technology JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"78,924,408,390.00",-0.20%,"19,679,303,480.00","3,780,000,000.00","67,939,942,930.00","45,144,676,490.00","1,487,365,430.00","-1,684,754,670.00","-165,000,000.00",0.87,"2,051,696,880.00","10,984,465,470.00","-7,764,497,080.00","3,040,900,050.00",,"59,806,507,600.00","3,329,392.00","1,734,223,380.00","5,171,522,850.00","989,628,130.00","4,873,663,140.00","7,570,440.00",Basic Materials,Mineral Resources,"64,200.00","220,045,066,910.00"
158,NLG.HM,Nam Long Investment Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"23,617,637,857,790.00",7.90%,"21,784,168,708,990.00","3,608,087,198,740.00","8,929,443,179,140.00","79,065,027,340.00","1,295,542,317,370.00","2,748,505,326,850.00","-2,005,595,404,350.00",2.79,"10,128,766,220.00","6,317,591,343,000.00","2,444,093,640,820.00","3,855,290,423,570.00","332,723,138,680.00","24,584,748,834,600.00","187,068,341.00","1,142,836,864,770.00","5,205,519,498,700.00","711,570,348,550.00","584,977,155,000.00","382,940,010.00",Real Estate,Real Estate,"13,003.67","15,522,508,450.00"
159,DHP.HN,Hai Phong Electrical Mechanical JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"214,496,997,060.00",6.00%,"143,988,172,230.00","21,806,342,790.00","164,740,688,830.00","49,390,586,170.00","5,477,957,740.00","4,229,604,510.00","-12,357,627,980.00",0.75,,"49,656,308,240.00","59,699,596,090.00","17,431,845,250.00","9,492,200,000.00","128,144,700,000.00","5,887,920.00","8,483,951,730.00","261,824,517,950.00","13,254,608,330.00","15,609,491,680.00","9,492,200.00",Industrials,Industrial Goods,"39,300.00","161,950,382,070.00"
160,HLD.HN,Hudland Real Estate Investment And Developement JSC,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"574,180,636,300.00",2.60%,"465,722,525,950.00","40,210,040,970.00","446,026,497,880.00","38,952,576,790.00","6,553,172,790.00","-47,753,193,850.00","1,867,960,810.00",2.01,,"107,261,625,360.00","165,194,405,770.00","182,583,625,590.00","48,871,407,750.00","786,000,000,000.00","12,081,600.00","-27,275,886,110.00","80,924,793,290.00","21,488,673,050.00","6,676,996,190.00","20,000,000.00",Real Estate,Real Estate,"12,000.00","43,928,610,950.00"
161,FCM.HM,Fecon Mining JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"805,533,862,330.00",1.70%,"652,000,247,900.00","128,267,113,260.00","514,957,889,410.00","144,418,900,010.00","53,695,585,920.00","-18,711,381,330.00","-7,494,834,210.00",1.04,"28,934,366,820.00","240,513,520,490.00","31,740,993,340.00","73,154,069,060.00","10,041,810,660.00","541,199,628,000.00","29,262,303.00","27,240,018,240.00","599,225,395,330.00","410,224,899,940.00","85,290,682,080.00","45,099,970.00",Basic Materials,Mineral Resources,"31,714.72","101,439,429,720.00"
162,PSD.HN,Petroleum General Distribution Services JSC,Vietnam,HANOI STOCK EXCHANGE,Technology,"2,586,613,594,840.00",5.50%,"2,502,859,204,130.00","1,005,463,839,390.00","439,141,432,210.00","6,915,702,870.00","211,913,198,250.00","-371,210,228,230.00","68,901,550,300.00",2.23,"2,737,139,350.00","2,155,046,448,900.00","136,866,476,520.00","1,028,874,696,580.00","30,412,766,000.00","1,000,641,096,700.00","26,184,850.00","109,700,774,860.00","8,595,395,761,500.00","820,978,736,620.00","906,303,795,460.00","30,414,620.00",Technology,Technology Equipment,"10,900.00","1,881,042,260.00"
163,NDX.HN,Danang Housing Development JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"202,704,196,010.00",2.30%,"114,686,143,500.00","22,942,958,000.00","114,068,249,740.00","54,691,988,720.00","-24,893,461,000.00","-8,595,922,110.00","32,555,665,620.00",0.91,"4,814,406,000.00","64,079,072,980.00","20,097,232,770.00","23,979,465,940.00","7,667,225,620.00","104,504,371,300.00","6,041,102.00","564,234,550.00","121,292,796,800.00","37,232,962,690.00","11,098,655,450.00","9,587,560.00",Industrials,Industrial & Commercial Services,"9,200.00","-987,703,600.00"
164,KSQ.HN,CNC Capital Viet Nam JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"363,314,842,950.00",1.10%,"363,314,842,950.00","38,500,000,000.00","322,246,863,500.00",,"-244,352,478,710.00","38,500,000,000.00","205,569,706,450.00",0.85,,"41,067,979,450.00","21,146,538,350.00","712,054,260.00",,"276,000,000,000.00","14,807,800.00",,"34,791,328,000.00","270,460,800.00",,"30,000,000.00",Industrials,Industrial Goods,"15,203.57","29,899,391,570.00"
165,FIT.HM,F.I.T Group JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"5,984,081,185,910.00",4.10%,"3,695,008,674,320.00","841,844,008,840.00","3,311,321,515,720.00","619,360,385,060.00","-8,681,932,500.00","-22,740,390,410.00","269,212,630,450.00",1.31,"109,483,282,410.00","1,159,012,073,580.00","527,630,076,350.00","2,644,291,312,740.00",,"4,321,912,563,150.00","80,760,278.00","183,309,505,650.00","1,220,560,887,220.00","478,544,365,030.00","89,483,695,120.00","262,730,250.00",Real Estate,Real Estate,"8,100.00","8,366,890,210.00"
166,KLF.HN,CFS Investment and Import Export Trading JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"2,383,917,198,880.00",0.30%,"930,852,545,970.00","529,282,590,700.00","1,736,396,720,090.00","853,864,240.00","150,328,082,330.00","84,234,741,600.00","-233,986,449,000.00",0.77,"2,910,656,380.00","647,085,821,840.00","80,787,025,570.00","246,357,358,570.00",,"1,339,355,744,100.00","5,722.00","6,775,367,440.00","1,426,713,380,730.00","533,938,117,120.00","90,736,044,590.00","165,352,560.00",Consumer Cyclicals,Cyclical Consumer Services,"17,551.52","3,199,588,700.00"
167,THS.HN,Song Da Thanh Hoa JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"74,000,938,530.00",5.00%,"49,803,192,940.00","15,562,530,710.00","39,638,255,220.00","12,505,833,270.00","-4,761,764,850.00","4,642,724,060.00","-291,213,580.00",1.24,"2,573,243,070.00","34,362,683,310.00","3,777,096,490.00","4,198,290,010.00","2,846,186,500.00","48,870,000,000.00","2,319,473.00","2,996,869,420.00","278,415,508,760.00","5,270,572,880.00","16,317,250,380.00","2,700,000.00",Consumer Cyclicals,Cyclical Consumer Products,"19,700.00","67,125,230,980.00"
168,PVB.HN,Petrovietnam Coating JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"452,422,854,530.00",0.10%,"406,026,092,980.00",0,"379,676,411,350.00","40,777,151,220.00","72,586,983,460.00","-21,538,438,000.00","-98,437,633,190.00",1.19,"11,354,030,690.00","71,690,795,480.00","136,944,501,290.00","215,428,514,670.00","21,538,438,000.00","425,519,960,600.00","11,434,040.00","-9,985,783,870.00","38,785,140,180.00","31,154,608,890.00","5,987,196,480.00","21,600,000.00",Basic Materials,Mineral Resources,"37,100.00","16,557,011,000,000.00"
169,BID.HM,Joint Stock Commercial Bank for Investment and Development of Vietnam,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"1,761,695,792,000,000.00",0.70%,,"67,514,803,000,000.00","83,135,098,000,000.00","6,338,050,000,000.00","68,890,144,000,000.00","-1,353,760,000,000.00","-977,359,000,000.00",2.27,,,"8,672,557,000,000.00",,"1,353,760,000,000.00","187,671,324,060,500.00","4,857,470,663.00","9,689,756,000,000.00",,,"21,527,269,000,000.00","5,058,523,820.00",Financials,Banking & Investment Services,"13,300.00","11,606,027,440.00"
170,NFC.HN,Ninh Binh Phosphate Fertilizer JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"238,905,385,440.00",5.60%,"225,408,318,430.00","6,080,426,790.00","186,165,970,250.00","12,594,927,120.00","28,607,354,580.00","-32,651,665,830.00","-185,555,100.00",1.15,"5,388,299,330.00","52,583,640,190.00","15,779,015,740.00","8,617,687,880.00","9,438,756,000.00","209,225,758,000.00","11,683,638.00","9,083,880,400.00","556,275,361,660.00","46,703,631,920.00","11,913,944,140.00","15,731,260.00",Basic Materials,Chemicals,"36,700.00","299,405,954,840.00"
171,SCI.HN,SCI E&C JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"2,131,072,891,570.00",5.50%,"1,808,909,668,780.00","560,437,683,570.00","452,835,672,970.00","233,853,115,350.00","115,289,271,670.00","-131,831,959,210.00","159,862,686,450.00",2.12,"96,498,072,760.00","1,551,234,563,380.00","193,007,643,380.00","296,850,493,920.00","177,347,722,150.00","932,541,384,900.00","16,331,609.00","-24,366,201,040.00","6,296,070,159,810.00","542,719,499,430.00","595,684,501,560.00","25,409,850.00",Industrials,Industrial & Commercial Services,"33,500.00","100,572,627,090.00"
172,CLL.HM,Cat Lai Port JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"678,550,929,160.00",12.30%,"331,841,899,360.00",0,"631,620,498,120.00","178,374,738,480.00","103,432,282,020.00","-77,786,917,300.00","21,311,122,740.00",1.85,"49,821,909,110.00","29,620,008,640.00","127,873,778,190.00","282,740,687,010.00",0,"1,139,000,000,000.00","16,243,627.00","129,020,341,580.00","264,280,885,730.00","31,733,034,990.00","13,871,016,890.00","34,000,000.00",Industrials,Transportation,"17,450.00","12,992,310,500.00"
173,SKG.HM,Superdong Fast Ferry Kien Giang JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"811,532,609,220.00",-4.50%,"286,900,621,440.00",0,"801,005,124,560.00","485,119,872,740.00","8,521,377,820.00","-31,664,668,130.00","16,751,224,550.00",1.31,"52,342,829,750.00","10,527,484,650.00","147,392,541,210.00","122,151,436,020.00","31,664,668,130.00","1,105,138,775,750.00","29,446,976.00","-56,340,974,030.00","167,159,108,890.00","169,224,740.00","3,594,206,640.00","63,331,740.00",Industrials,Transportation,"135,900.00","5,442,542,474,140.00"
174,MWG.HM,Mobile World Investment Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"62,971,404,814,940.00",9.00%,"51,955,257,770,660.00","24,647,474,278,790.00","20,366,407,970,350.00","9,646,652,872,390.00","171,390,435,920.00","7,877,490,879,150.00","-11,254,869,604,440.00",5.15,"2,857,407,163,450.00","42,593,158,815,100.00","12,674,574,164,070.00","18,378,642,097,260.00","239,519,441,060.00","96,874,071,970,500.00","214,323,619.00","2,605,744,251,220.00","122,958,106,103,170.00","384,236,578,230.00","12,179,774,771,730.00","712,833,500.00",Consumer Cyclicals,Retailers,"159,900.00","982,701,765,680.00"
175,DGC.HM,Ducgiang Chemicals Group JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"8,520,393,116,370.00",34.90%,"5,997,347,534,360.00","841,909,212,300.00","6,076,667,025,450.00","2,145,311,047,010.00","2,619,566,418,820.00","-537,217,517,170.00","-2,240,689,867,130.00",5.53,"278,605,693,950.00","2,188,291,014,860.00","2,946,706,519,170.00","3,755,637,758,310.00","236,503,705,270.00","27,355,641,311,699.90","67,314,992.00","2,306,510,542,040.00","9,550,386,235,750.00","630,346,484,850.00","683,397,714,030.00","171,079,680.00",Basic Materials,Chemicals,"13,500.00","27,503,721,430.00"
176,BII.HN,Louis Land JSC,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"1,000,604,494,300.00",3.20%,"448,562,047,590.00","112,766,205,530.00","586,077,952,090.00","180,087,921,820.00","-100,933,802,480.00","22,639,450,000.00","76,670,094,300.00",1.31,"3,046,071,190.00","356,142,878,930.00","9,277,952,090.00","956,945,590.00",,"778,680,000,000.00","12,480,702.00","-334,286,794,030.00","493,008,106,540.00","162,119,316,880.00","68,010,954,430.00","57,680,000.00",Real Estate,Real Estate,"24,100.00","94,145,526,080.00"
177,TVC.HN,Tri Viet Asset Management Corporation JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"3,908,744,320,120.00",17.60%,"3,814,446,100,840.00","1,189,200,378,140.00","1,792,105,499,750.00","4,457,941,570.00","-193,074,555,150.00","691,496,810,120.00","-300,503,582,570.00",1.7,"2,208,761,580.00","1,182,675,572,720.00","524,567,069,950.00","1,828,543,102,580.00","84,271,155,240.00","2,858,517,147,000.00","14,422,553.00","464,225,123,570.00","431,645,279,590.00","-9,548,786,270.00","74,035,620,000.00","103,610,670.00",Industrials,Industrial & Commercial Services,"9,000.00","-15,565,940,660.00"
178,PEN.HN,Petrolimex Installation No III JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"272,364,348,260.00",-2.60%,"240,857,346,400.00","99,448,428,320.00","71,745,843,440.00","29,373,520,270.00","54,696,751,350.00","-35,446,215,020.00","-7,808,920,790.00",0.61,"6,972,615,380.00","186,130,104,180.00","-8,279,530,760.00","73,290,464,600.00","4,995,786,750.00","45,000,000,000.00","2,584,500.00","-9,104,063,940.00","131,641,831,900.00","69,400,290,020.00","14,897,143,680.00","5,000,000.00",Industrials,Industrial & Commercial Services,"70,900.00","40,278,529,090.00"
179,CEO.HN,CEO Group JSC,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"7,050,051,693,660.00",1.10%,"2,564,422,795,750.00","1,747,039,183,430.00","3,000,635,076,090.00","3,516,128,304,030.00","-167,174,844,080.00","-223,674,150,700.00","481,230,841,170.00",6.56,"128,712,475,620.00","2,192,825,376,720.00","262,852,904,610.00","899,249,306,000.00","26,358,845,620.00","18,245,404,936,500.00","72,906,946.00","135,665,797,130.00","901,810,533,700.00","626,507,154,800.00","258,283,086,340.00","257,339,990.00",Real Estate,Real Estate,"23,150.00","-11,200,136,454,180.00"
180,HVN.HM,Vietnam Airlines JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"63,105,738,434,940.00",-21.20%,"11,425,440,704,700.00","34,799,756,836,020.00","1,489,248,169,750.00","43,208,796,053,970.00","-6,738,917,602,430.00","8,745,745,002,960.00","-1,944,629,770,810.00",17.32,"2,048,674,198,550.00","41,259,221,243,020.00","-21,978,647,259,890.00","3,943,364,548,110.00","277,575,431,370.00","51,398,335,758,791.20","1,363,002,032.00","-12,055,949,181,380.00","27,911,339,509,260.00","1,856,925,900,720.00","19,125,375,085,940.00","1,793,284,590.00",Industrials,Transportation,"12,500.00","2,293,854,600.00"
181,VTH.HN,Viet Thai Electric Cable Corp,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"191,035,557,670.00",2.50%,"142,291,421,200.00","76,724,596,420.00","83,240,486,240.00","37,287,938,510.00","-9,829,290,170.00","18,560,386,640.00","-5,749,010,260.00",0.76,"6,042,888,760.00","104,041,723,530.00","4,212,755,570.00","3,947,242,280.00",,"62,500,000,000.00","2,472,460.00","-307,372,960.00","298,431,004,970.00","75,378,556,130.00","15,637,740,240.00","5,000,000.00",Basic Materials,Mineral Resources,"8,320.00","-25,130,796,430.00"
